분류,부정리뷰,cleaned_text,spell_check
부정,음표... 배경음... 쿠키....개막장의 멀티버스 ㅋㅋㅋ스칼렛위치; 대혼돈의 빌런 이라 이름 바꾸자,음표 배경음 쿠키 개막장의 멀티버스 스칼렛위치 대혼돈의 빌런 이라 이름 바꾸자,음표 배경음 쿠키 개막장의 멀티버스 스칼렛 위치 대혼돈의 빌런이라 이름 바꾸자
부정,스토리 때문에 6점 깜,스토리 때문에 6점 깜,스토리 때문에 6점 깜
부정,갑자기 업글된 닥스와 20년전 공포연출. 좋은 소재를 가지고 중박도 못하는 샘레이미는 감독 은퇴를 고려해야할지도,갑자기 업글된 닥스와 20년전 공포연출 좋은 소재를 가지고 중박도 못하는 샘레이미는 감독 은퇴를 고려해야할지도,갑자기 업글된 닥스와 20년 전 공포 연출 좋은 소재를 가지고 중박도 못하는 샘 레이미는 감독 은퇴를 고려해야 할지도
부정,펼쳤으나 잘 풀지 못한 느낌,펼쳤으나 잘 풀지 못한 느낌,펼쳤으나 잘 풀지 못한 느낌
부정,니맛도 내맛도 아닌 이상한 영화였음,니맛도 내맛도 아닌 이상한 영화였음,네 맛도 내 맛도 아닌 이상한 영화였음
부정,지금 보고있는데 잠 ㅈㄴ옴,지금 보고있는데 잠 옴,지금 보고 있는데 잠 옴
부정,어느새부턴가 마블 영화에서 개연성을 찾기란 사치가 되어버렸음. 그저 영상미 훌륭한 킬링 타임 영화에 불과함,어느새부턴가 마블 영화에서 개연성을 찾기란 사치가 되어버렸음 그저 영상미 훌륭한 킬링 타임 영화에 불과함,어느새부턴가 마블 영화에서 개연성을 찾기란 사치가 되어버렸음 그저 영상미 훌륭한 킬링 타임 영화에 불과함
부정,대혼돈 이라면서 대혼돈이란 생각을 못했고셈레이미의 한계를 봤던 영화.,대혼돈 이라면서 대혼돈이란 생각을 못했고셈레이미의 한계를 봤던 영화,대 혼돈이라면서 대혼돈이란 생각을 못 했고 셈 레이미의 한계를 봤던 영화
부정,MCU를 알고봐도 유치짬뽕 B급 감성 영화.오히려 중간중간 이상한 연출만 잘라냈어도 더 좋은 평을 받았을텐데 아무리 봐도 감독이 제작사에 원한을 가진게 아닌가 싶은 영화.음표 날라다닐때 극장에 머리 감싸쥐고 한숨쉬는 사람이 한둘이 아니었음…,MCU를 알고봐도 유치짬뽕 B급 감성 영화 오히려 중간중간 이상한 연출만 잘라냈어도 더 좋은 평을 받았을텐데 아무리 봐도 감독이 제작사에 원한을 가진게 아닌가 싶은 영화 음표 날라다닐때 극장에 머리 감싸쥐고 한숨쉬는 사람이 한둘이 아니었음 ,MCU를 알고 봐도 유치 짬뽕 B급 감성 영화 오히려 중간중간 이상한 연출만 잘라냈어도 더 좋은 평을 받았을 텐데 아무리 봐도 감독이 제작사에 원한을 가진 게 아닌가 싶은 영화 음표 날아다닐 때 극장에 머리 감싸 쥐고 한숨 쉬는 사람이 한둘이 아니었음 
부정,대사가 구리며 캐해석이 이상한 영화 각본이 정말 이상하며 연출도 이게 맞나 싶을 정도의 영화 실망스럽다. 예고는 노웨이홈 이후의 대사를 치더니 그냥 완다비전2네 닥터스트레인지 솔로무비 맞아?,대사가 구리며 캐해석이 이상한 영화 각본이 정말 이상하며 연출도 이게 맞나 싶을 정도의 영화 실망스럽다 예고는 노웨이홈 이후의 대사를 치더니 그냥 완다비전2네 닥터스트레인지 솔로무비 맞아 ,대사가 구리며 캐게 석이 이상한 영화 각본이 정말 이상하며 연출도 이게 맞나 싶을 정도의 영화 실망스럽다 예고는 노 웨이 홈 이후의 대사를 치더니 그냥 완다 비전 2네 닥터 스트레인지 솔로 무비 맞아 
부정,역시 1탄만한 2탄은 없습니다. 메가박스 부티크에 2시간 반 걸려서 7만원 내고 영화 보러 갔다가 너무 재미 없어서 여자친구한테 미안했습니다.지금 술한잔 하러 갑니다.,역시 1탄만한 2탄은 없습니다 메가박스 부티크에 2시간 반 걸려서 7만원 내고 영화 보러 갔다가 너무 재미 없어서 여자친구한테 미안했습니다 지금 술한잔 하러 갑니다,역시 1탄만 한 2탄은 없습니다 메가박스 부티크에 2시간 반 걸려서 7만 원 내고 영화 보러 갔다가 너무 재미없어서 여자친구한테 미안했습니다 지금 술 한잔하러 갑니다
부정,닥스2를 보러간건지 스칼렛위치2를 보러간건지 기대하던 마술cg는 배경cg로 대체되었고기대하던 배틀은 처맞거나 도망가기바쁠뿐이고...,닥스2를 보러간건지 스칼렛위치2를 보러간건지 기대하던 마술cg는 배경cg로 대체되었고기대하던 배틀은 처맞거나 도망가기바쁠뿐이고,닥스 2를 보러 간 건지 스칼렛 위치 2를 보러 간 건지 기대하던 마술 cg는 배경 cg로 대체되었고 기대하던 배틀은 처맞거나 도망가기 바쁠 뿐이고
부정,절대 보지마세요. 시간아까워요. 태어나서 평점 처음 써보는데 진짜 최악이예요. 이거 볼 시간에 공부하세요.,절대 보지마세요 시간아까워요 태어나서 평점 처음 써보는데 진짜 최악이예요 이거 볼 시간에 공부하세요,절대 보지 마세요 시간 아까워요 태어나서 평점 처음 써보는데 진짜 최악이에요 이거 볼 시간에 공부하세요
부정,모든 마블 미드를 봐야 마블 영화를 이해할 수 있게 만들었는데 심지어 재미도 없고 마법 쓰는 영상미만 좀 볼만했음.. 비추 비추 비추,모든 마블 미드를 봐야 마블 영화를 이해할 수 있게 만들었는데 심지어 재미도 없고 마법 쓰는 영상미만 좀 볼만했음 비추 비추 비추,모든 마블 미드를 봐야 마블 영화를 이해할 수 있게 만들었는데 심지어 재미도 없고 마법 쓰는 영상미만 좀 볼만했음 비추 비추 비추
부정,어휴 기대하고 본 내가... 에휴 씹;,어휴 기대하고 본 내가 에휴 씹 ,어휴 기대하고 본 내가 어휴 씹 
부정,"음표는 왜 넣었는지도 모르겠고 마블 특유의 탄탄한 설정을 기대했지만 상당히 부실한 고증과 설정, 뻔한 클리셰와 등장인물들의 이해안되는 행동들...이게 공포영화인지 히어로영화인지 이도저도 아니고 참",음표는 왜 넣었는지도 모르겠고 마블 특유의 탄탄한 설정을 기대했지만 상당히 부실한 고증과 설정 뻔한 클리셰와 등장인물들의 이해안되는 행동들 이게 공포영화인지 히어로영화인지 이도저도 아니고 참,음표는 왜 넣었는지도 모르겠고 마블 특유의 탄탄한 설정을 기대했지만 상당히 부실한 고증과 설정 뻔한 클리셰와 등장인물들의 이해 안 되는 행동들 이게 공포영화인지 히어로 영화인지 이도 저도 아니고 참
부정,이래서 대혼돈인가....?,이래서 대혼돈인가 ,이래서 대혼돈인가 
부정,제목 바꾸자!대혼돈의 스토리 파티,제목 바꾸자 대혼돈의 스토리 파티,제목 바꾸자 대혼돈의 스토리 파티
부정,예..그야말로 대혼돈이었슴다..예..감상포인트? 없구여..아 스토리가 느무 대혼돈이라 그거하나 포인트였던거같기도..,예 그야말로 대혼돈이었슴다 예 감상포인트 없구여 아 스토리가 느무 대혼돈이라 그거하나 포인트였던거같기도,예 그야말로 대 혼돈이었습니다 예 감상 포인트 없고요 아 스토리가 너무 대혼돈이라 그거 하나 포인트였던 거 같기도
부정,"난잡한 스토리, 남은 건 그저 영상미",난잡한 스토리 남은 건 그저 영상미,난잡한 스토리 남은 건 그저 영상미
부정,아.. 이건좀 아닌거같은데.. 뭘 말하고싶은진 알겠는데. 이제 보는사람이 적응이된건지 특이점이 온건지 그저그럼,아 이건좀 아닌거같은데 뭘 말하고싶은진 알겠는데 이제 보는사람이 적응이된건지 특이점이 온건지 그저그럼,아 이건 좀 아닌 거 같은데 뭘 말하고 싶은 진 알겠는데 이제 보는 사람이 적응이 된 건지 특이점이 온 건지 그저 그럼
부정,"닥터 스트레인지에 B급 호러 감성을 끼얹어버린 끔찍한 혼종. 유치한 장면전환과 연출, 토나오는 캐릭터 디자인에 절망했다. 지금까지 유지해오던 닥터 스트레인지라는 캐릭터에 똥을 끼얹은 듯한 혐오감과 슬픔마저 느낀다.",닥터 스트레인지에 B급 호러 감성을 끼얹어버린 끔찍한 혼종 유치한 장면전환과 연출 토나오는 캐릭터 디자인에 절망했다 지금까지 유지해오던 닥터 스트레인지라는 캐릭터에 똥을 끼얹은 듯한 혐오감과 슬픔마저 느낀다,닥터 스트레인지에 B급 호러 감성을 끼얹어버린 끔찍한 혼종 유치한 장면전환과 연출 구토 나오는 캐릭터 디자인에 절망했다 지금까지 유지해오던 닥터 스트레인지라는 캐릭터에 똥을 끼얹은 듯한 혐오감과 슬픔마저 느낀다
부정,멀티버스가 대혼돈이 아니라영화장르가 대혼돈 히어로인지 공포물인지...열심히 도망치고 해결은 부주인공이...,멀티버스가 대혼돈이 아니라영화장르가 대혼돈 히어로인지 공포물인지 열심히 도망치고 해결은 부주인공이,멀티버스가 대혼돈이 아니라 영화 장르가 대혼돈 히어로인지 공포물인지 열심히 도망치고 해결은 부 주인공이
부정,인워에서 그렇게 닥스 스킬 오지게 만들어놨는데..손에서 뱀머리 발사랑 음표공격은 뭐임????,인워에서 그렇게 닥스 스킬 오지게 만들어놨는데 손에서 뱀머리 발사랑 음표공격은 뭐임 ,인월에서 그렇게 닥스 스킬 오지게 만들어놨는데 손에서 뱀머리 발사랑 음표 공격은 뭐임 
부정,ㅠㅠ 기대이하에요.. 말안되는 내용이 넘 많음, 기대이하에요 말안되는 내용이 넘 많음, 기대 이하에요 말 안 되는 내용이 너무 많음
부정,기존 마블과 너무 다름... 히어로적 뽕 취하는 맛이 없고 그냥 화려한 짬뽕 느낌... 엑스맨과 판타스틱포...ㅎ 캡틴카터 분량도.. 너무 적고 ㅎㅎ 소리만 꽥꽥지르고 공포영화인지 히어로물인지 모르겠음,기존 마블과 너무 다름 히어로적 뽕 취하는 맛이 없고 그냥 화려한 짬뽕 느낌 엑스맨과 판타스틱포 캡틴카터 분량도 너무 적고 소리만 꽥꽥지르고 공포영화인지 히어로물인지 모르겠음,기존 마블과 너무 다름 히어로적 뽕 취하는 맛이 없고 그냥 화려한 짬뽕 느낌 엑스맨과 판타스틱 포 캡틴 카터 분량도 너무 적고 소리만 꽥꽥 지르고 공포영화인지 히어로물인지 모르겠음
부정,개노잼..배우들의 연기와 CG가 엄청 아까워..,개노잼 배우들의 연기와 CG가 엄청 아까워,개나 잼 배우들의 연기와 CG가 엄청 아까워
부정,B급호러영화 보는줄.. 어이없어서 피식 웃음이 나옴... 닥스보면서 내가 웃참하는 날이 올줄이야. 건질건 완다의 연기뿐,B급호러영화 보는줄 어이없어서 피식 웃음이 나옴 닥스보면서 내가 웃참하는 날이 올줄이야 건질건 완다의 연기뿐,B급 호러 영화 보는 줄 어이없어서 피식 웃음이 나옴 닥스 보면서 내가 우드 참하는 날이 올 줄이야 건질 건 완다의 연기뿐
부정,하아...깜짝놀래키는 공포영화인줄감독이 공포영화 감독인가좀비물 + 귀신..,하아 깜짝놀래키는 공포영화인줄감독이 공포영화 감독인가좀비물 귀신,하아 깜짝 놀레키는 공포영화인 줄 감독이 공포영화감독인가 좀비물 귀신
부정,"도저히 영화로서 평가하기 힘든 영상이다...평소에 마블에 큰 관심은 없었지만, 당당히 말할 수 있다. 이건 어릴 적 보던 포켓몬스터보다 수준이 낮다.",도저히 영화로서 평가하기 힘든 영상이다 평소에 마블에 큰 관심은 없었지만 당당히 말할 수 있다 이건 어릴 적 보던 포켓몬스터보다 수준이 낮다,도저히 영화로서 평가하기 힘든 영상이다 평소에 마블에 큰 관심은 없었지만 당당히 말할 수 있다 이건 어릴 적 보던 포켓몬스터보다 수준이 낮다
부정,아무리 타임킬링용이지만 캐릭터들 개연성이 왜이따위냐...,아무리 타임킬링용이지만 캐릭터들 개연성이 왜이따위냐,아무리 타임 킬링 용이지만 캐릭터들 개연성이 왜 이따위냐
부정,이럴 거면 후속작 만들지 말자,이럴 거면 후속작 만들지 말자,이럴 거면 후속작 만들지 말자
부정,드릅게 재미없고 두번째 쿠키영상은 얼탱이 없다,드릅게 재미없고 두번째 쿠키영상은 얼탱이 없다,더럽게 재미없고 두 번째 쿠키영상은 얼탱이 없다
부정,"연출은 이전 영화들과 다르게 공포 영화의 연출가 많이 들어갔고 호불호 갈릴만한 장면들이 많음. 기존의 밝고 개그가 많이 섞인 마블 연출을 좋아한다면 싫어할수도 있겠으나 개인적으로는 나쁘지 않았음.스토리는 최악. 이번 년에 나온 마블 영화들 중 이터널스는 연출, 스토리 모두 별로였고 블랙 위도우랑 스파이더맨은 부족한 스토리를 연출이랑 추억으로 매꿨다고 생각하는데 이 영화는 연출로 매꾸기엔 스토리가 너무 별로였음. 1.완다 비전 안보면 완다의 심리를 이해하기가 어려움. 2.전형적인 넌 할수 있어+각성, 중간과정에서차근차근 쌓아가는것 없이 갑자기 각성해서 문제 해결하면 그전까지 스토리가 전부 의미 없어짐..(힘을 조절할 수 있을거라고 닥스가 말하는 장면이 한두번 있긴햇는데 그것만으로는 너무 부족햇음)3.악당의 갑작스런 반성+ 문제 해결. 이럴거면 진작에 애기들 보여주고 끝냈지 막으려가 죽은 사람들 개죽음 만들어버림.이터널스 다음으로 이번해 최악의 마블영화가 될듯",연출은 이전 영화들과 다르게 공포 영화의 연출가 많이 들어갔고 호불호 갈릴만한 장면들이 많음 기존의 밝고 개그가 많이 섞인 마블 연출을 좋아한다면 싫어할수도 있겠으나 개인적으로는 나쁘지 않았음 스토리는 최악 이번 년에 나온 마블 영화들 중 이터널스는 연출 스토리 모두 별로였고 블랙 위도우랑 스파이더맨은 부족한 스토리를 연출이랑 추억으로 매꿨다고 생각하는데 이 영화는 연출로 매꾸기엔 스토리가 너무 별로였음 1 완다 비전 안보면 완다의 심리를 이해하기가 어려움 2 전형적인 넌 할수 있어 각성 중간과정에서차근차근 쌓아가는것 없이 갑자기 각성해서 문제 해결하면 그전까지 스토리가 전부 의미 없어짐 힘을 조절할 수 있을거라고 닥스가 말하는 장면이 한두번 있긴햇는데 그것만으로는 너무 부족햇음 3 악당의 갑작스런 반성 문제 해결 이럴거면 진작에 애기들 보여주고 끝냈지 막으려가 죽은 사람들 개죽음 만들어버림 이터널스 다음으로 이번해 최악의 마블영화가 될듯,연출은 이전 영화들과 다르게 공포 영화의 연출가 많이 들어갔고 호불호 갈릴만한 장면들이 많음 기존의 밝고 개그가 많이 섞인 마블 연출을 좋아한다면 싫어할 수도 있겠으나 개인적으로는 나쁘지 않았음 스토리는 최악 이번 년에 나온 마블 영화들 중 이터 널스는 연출 스토리 모두 별로였고 블랙 위도우랑 스파이더맨은 부족한 스토리를 연출이랑 추억으로 메꿨다고 생각하는데 이 영화는 연출로 메꾸기엔 스토리가 너무 별로였음 1 완다 비전 안 보면 완다의 심리를 이해하기가 어려움 2 전형적인 넌 할 수 있어 각성 중간 과정에서 차근차근 쌓아가는 것 없이 갑자기 각성해서 문제 해결하면 그전까지 스토리가 전부 의미 없어짐 힘을 조절할 수 있을 거라고 닥스가 말하는 장면이 한두 번 있긴 했는데 그것만으로는 너무 부족했음 3 악당의 갑작스러운 반성 문제 해결 이럴 거면 진작에 아기들 보여주고 끝냈지 막으려가 죽은 사람들 개죽음 만들어버림 이터 널스 다음으로 이번 해 최악의 마블 영화가 될 듯
부정,잘나가던 마블시리즈에 개똥칠해놓음영상미말고 볼거없음,잘나가던 마블시리즈에 개똥칠해놓음영상미말고 볼거없음,잘 나가던 마블 시리즈에 개똥 칠해놓음 영상미 말고 볼 거 없음
부정,재미있으신가요 이게?VFX도 좀 너무하네요,재미있으신가요 이게 VFX도 좀 너무하네요,재미있으신가요 이게 VFX도 좀 너무하네요
부정,그냥뭐 무서움....,그냥뭐 무서움,그냥 뭐 무서움
부정,진짜 진심 이번 건 역대급으로 심각한데.... 마블영화 이젠 돈아까워서 못보겠다...,진짜 진심 이번 건 역대급으로 심각한데 마블영화 이젠 돈아까워서 못보겠다,진짜 진심 이번 건 역대급으로 심각한데 마블 영화 이젠 돈 아까워서 못 보겠다
부정,마블은 스트레인지 : 대혼돈의 마블시네마틱유니버스,마블은 스트레인지 대혼돈의 마블시네마틱유니버스,마블은 스트레인지 대혼돈의 마블 시네마틱 유니버스
부정,돈을 수천억을 쏟아부어서 초딩들도 유치할만한 쓰레기를 만들어놨네,돈을 수천억을 쏟아부어서 초딩들도 유치할만한 쓰레기를 만들어놨네,돈을 수천억을 쏟아부어서 초등학생들도 유치할만한 쓰레기를 만들어놨네
부정,절대 기대하고 보지 마세요,절대 기대하고 보지 마세요,절대 기대하고 보지 마세요
부정,닥터 스트레인지라 그런가 영화가 굉장히 스트레인지하긴 함,닥터 스트레인지라 그런가 영화가 굉장히 스트레인지하긴 함,닥터 스트레인지라 그런가 영화가 굉장히 스트레 인지하긴 함
부정,마블이 인기있었던 클리셰들을 최악의 방식으로 보여줌.,마블이 인기있었던 클리셰들을 최악의 방식으로 보여줌,마블이 인기 있었던 클리셰들을 최악의 방식으로 보여줌
부정,최악의영화 개연성이없는것같다 난 다신안볼듯하다,최악의영화 개연성이없는것같다 난 다신안볼듯하다,최악의 영화 개연성이 없는 것 같다 난 다신 안 볼듯하다
부정,"B급 공포영화 같은 연출, 스토리. 요즘 마블특 레즈 게이 억지 끼워넣기. 엄마들이라고 하는 거 보고 ㅈㄴ 충격 ㅋㅋ제발 마블 망치지 마라 디지니, 성소수자우월주의 감독들아.ㅡㅡ연기는 잘함.",B급 공포영화 같은 연출 스토리 요즘 마블특 레즈 게이 억지 끼워넣기 엄마들이라고 하는 거 보고 충격 제발 마블 망치지 마라 디지니 성소수자우월주의 감독들아 연기는 잘함,B급 공포영화 같은 연출 스토리 요즘 마블 특 레즈 게이 억지 끼워 넣기 엄마들이라고 하는 거 보고 충격 제발 마블 망치지 마라 디즈니 성소수자 우월주의 감독들아 연기는 잘함
부정,"개인적으로 마블 캐릭터 중에서 닥터스트레이지를 제일 좋아해요. 그런데 2편은 정말 실망스럽네요. 닥터스트레인지 1이 훨씬 낫네요. 줄거리도 감동도 부족한 cg만 난무한, 내용없는 할리우드 영화. 좀 지루했어요. 몰입도 떨어짐.",개인적으로 마블 캐릭터 중에서 닥터스트레이지를 제일 좋아해요 그런데 2편은 정말 실망스럽네요 닥터스트레인지 1이 훨씬 낫네요 줄거리도 감동도 부족한 cg만 난무한 내용없는 할리우드 영화 좀 지루했어요 몰입도 떨어짐,개인적으로 마블 캐릭터 중에서 닥터스 트레이지를 제일 좋아해요 그런데 2편은 정말 실망스럽네요 닥터 스트레인지 1이 훨씬 낫네요 줄거리도 감동도 부족한 cg만 난무한 내용 없는 할리우드 영화 좀 지루했어요 몰입도 떨어짐
부정,최악이었음 ㅋ 닥터스트레인지 돌려내라,최악이었음 닥터스트레인지 돌려내라,최악이었음 닥터 스트레인지 돌려내라
부정,영상미는 좋았는데 그외엔 딱히 크게 장점이 없는거같은데...완다가 세다는걸 증명하기위해 너무 마법사들을 바보로 만들지않았나카메오들은 건방만 떨다가 허망하게 가고... 특히 블랙볼트는 뭐한거여...음표씬은 도대체 뭐임? 올드팝 가지고 재미보더니 음악을 어떻게든 우겨넣어본건가아메리카 차베즈의 각성도 설득력이 없었고,영상미는 좋았는데 그외엔 딱히 크게 장점이 없는거같은데 완다가 세다는걸 증명하기위해 너무 마법사들을 바보로 만들지않았나카메오들은 건방만 떨다가 허망하게 가고 특히 블랙볼트는 뭐한거여 음표씬은 도대체 뭐임 올드팝 가지고 재미보더니 음악을 어떻게든 우겨넣어본건가아메리카 차베즈의 각성도 설득력이 없었고,영상미는 좋았는데 그 외엔 딱히 크게 장점이 없는 거 같은데 완다가 세다는 걸 증명하기 위해 너무 마법사들을 바보로 만들지 않았나 카메오들은 건방만 떨다가 허망하게 가고 특히 블랙 볼트는 뭐 한 거야 음표 신은 도대체 뭐임 올드팝 가지고 재미 보더니 음악을 어떻게든 욱여넣어본 건가 아메리카 차베스의 각성도 설득력이 없었고
부정,12세 관람가라기에는 잔인해요..,12세 관람가라기에는 잔인해요,12세 관람가라기에는 잔인해요
부정,드라마 연출에..이거 그냥 인셉션 아륜데...,드라마 연출에 이거 그냥 인셉션 아륜데,드라마 연출에 이거 그냥 인셉션 아륜데
부정,"스토리, 설정, 개연성, 연출력 모든게 마치 매순간순간마다 멀티버스의 이동을 보는것만 같다. 정말 다른의미로 스펙타클한 이야기 전개과정이 아닌가 싶다. 마음같아서는 0점을 주고싶지만 1점이 최저점수라 어쩔수없이 1점을 줘야겠다",스토리 설정 개연성 연출력 모든게 마치 매순간순간마다 멀티버스의 이동을 보는것만 같다 정말 다른의미로 스펙타클한 이야기 전개과정이 아닌가 싶다 마음같아서는 0점을 주고싶지만 1점이 최저점수라 어쩔수없이 1점을 줘야겠다,스토리 설정 개연성 연출력 모든 게 마치 매 순간순간마다 멀티버스의 이동을 보는 것만 같다 정말 다른 의미로 스펙터클한 이야기 전개 과정이 아닌가 싶다 마음 같아서는 0점을 주고 싶지만 1점이 최저 점수라 어쩔 수 없이 1점을 줘야겠다
부정,정말.. 음악 올드한거 뭐냐.. 최악이다.. 너무 옛날 영화 썼던 영상미…저런 배우들로 저런 영상을 만들다니;;이건 돈 겁나 부은 비급영화도 못된다,정말 음악 올드한거 뭐냐 최악이다 너무 옛날 영화 썼던 영상미 저런 배우들로 저런 영상을 만들다니 이건 돈 겁나 부은 비급영화도 못된다,정말 음악 올드한 거 뭐냐 최악이다 너무 옛날 영화 썼던 영상미 저런 배우들로 저런 영상을 만들다니 이건 돈 겁나 부은 비급 영화도 못된다
부정,음 딱히 안보셔도 될 것 같습니다..,음 딱히 안보셔도 될 것 같습니다,음 딱히 안 보셔도 될 것 같습니다
부정,아... 2년 동안 기다렸는데 이게 뭐냐 마법 사면 마법으로 싸워야지 뭔 육탄전을 하고 있냐 스토리는 뭔가 똥 싸다 만 것 같은 느낌임 차라리 왓 이프 닥스 스토리로 갔음 대박 나겄다,아 2년 동안 기다렸는데 이게 뭐냐 마법 사면 마법으로 싸워야지 뭔 육탄전을 하고 있냐 스토리는 뭔가 똥 싸다 만 것 같은 느낌임 차라리 왓 이프 닥스 스토리로 갔음 대박 나겄다,아 2년 동안 기다렸는데 이게 뭐냐 마법 사면 마법으로 싸워야지 뭔 육탄전을 하고 있냐 스토리는 뭔가 똥 싸다 만 것 같은 느낌임 차라리 왓 이프 닥스 스토리로 갔음 대박 나겠다
부정,솔직히 좀 불쾌했어요..다좋은데 굳이 동성애를 넣는 이유를 모르겠습니다..동성애 없이도 좋은 작품인데 말이죠…잔뜩 기대하고 보러 갔는데굉장히 실망스럽네요..,솔직히 좀 불쾌했어요 다좋은데 굳이 동성애를 넣는 이유를 모르겠습니다 동성애 없이도 좋은 작품인데 말이죠 잔뜩 기대하고 보러 갔는데굉장히 실망스럽네요,솔직히 좀 불쾌했어요 다 좋은데 굳이 동성애를 넣는 이유를 모르겠습니다 동성애 없이도 좋은 작품인데 말이죠 잔뜩 기대하고 보러 갔는데 굉장히 실망스럽네요
부정,좀비닥스 분장은 뭔 할로윈 분장보다도 못했고 천진반 닥스는 오른쪽눈 복붙한거 너무 티남. 2시간 넘는 완다의 정신병 자가치료 및 자살 영화... 이걸 왜보러 갔는지 후회스럽다.,좀비닥스 분장은 뭔 할로윈 분장보다도 못했고 천진반 닥스는 오른쪽눈 복붙한거 너무 티남 2시간 넘는 완다의 정신병 자가치료 및 자살 영화 이걸 왜보러 갔는지 후회스럽다,좀비 닥스 분장은 뭔 핼러윈 분장보다도 못했고 천지는 반 닥스는 오른쪽 눈 복붙한거 너무 티 남 2시간 넘는 완다의 정신병 자가치료 및 자살 영화 이걸 왜 보러 갔는지 후회스럽다
부정,돈 아깝진 않음ㅋㅋㅋ..,돈 아깝진 않음 ,돈 아깝진 않음 
부정,마블이 땅에 떨어졌구나.. 먼 내용인지도 모르겠고 왜 닥터스트레인지는 갈수록 약해지냐?,마블이 땅에 떨어졌구나 먼 내용인지도 모르겠고 왜 닥터스트레인지는 갈수록 약해지냐 ,마블이 땅에 떨어졌구나 먼 내용인지도 모르겠고 왜 닥터 스트레인지는 갈수록 약해지냐 
부정,"선대 MCU가 쌓아올린 공든탑을 단 한 작품만으로 무너트릴 수 있다니.PC, 억지감성, 아침드라마급 스토리에 주요인물들 감정선 하나도 설득력 없고 이게 왜 aaa급 영화인지 그냥 실망스럽다.",선대 MCU가 쌓아올린 공든탑을 단 한 작품만으로 무너트릴 수 있다니 PC 억지감성 아침드라마급 스토리에 주요인물들 감정선 하나도 설득력 없고 이게 왜 aaa급 영화인지 그냥 실망스럽다,선대 MCU가 쌓아올린 공든 탑을 단 한 작품만으로 무너트릴 수 있다니 PC 억지 감성 아침드라마급 스토리에 주요인물들 감정선 하나도 설득력 없고 이게 왜 aaa 급 영화인지 그냥 실망스럽다
부정,노잼 노잼노잼 그냥 마블이라 봄 ㅇㅋ?,노잼 노잼노잼 그냥 마블이라 봄 ,나 잼 노잼노잼 그냥 마블이라 봄 
부정,난 뭘본걸까 좀비? 공포? 하... 마블감성은 어디간거야,난 뭘본걸까 좀비 공포 하 마블감성은 어디간거야,난 뭘 본 걸까 좀비 공포 하 마블 감성은 어디 간 거야
부정,1. 마블특유의 재치와 유쾌함이 결여됨(웡이 있어서 그나마 다행)2. 주요 캐릭터 외의 히어로 소비가 너무 했음( 세계관자체가 스칼렛 위치의 힘이 넘사인건 알지만 가만해도 많이 아쉬웠음)3. 아니 먹튀하면서 돈내라는데 왜때림? 그걸 또 개그소재로? 4. 음표공격은 정말 옛날 유치하지만 재밌었던 아름다운 디즈니만화 생각남 근데 안어울림(관람연령 12세이상이라서 12세를 타겟으로 유치해진건가? 라고 생각해도 12세 꼬마가 봐도 유치할듯)5. 기대치가 너무 컸음,1 마블특유의 재치와 유쾌함이 결여됨 웡이 있어서 그나마 다행 2 주요 캐릭터 외의 히어로 소비가 너무 했음 세계관자체가 스칼렛 위치의 힘이 넘사인건 알지만 가만해도 많이 아쉬웠음 3 아니 먹튀하면서 돈내라는데 왜때림 그걸 또 개그소재로 4 음표공격은 정말 옛날 유치하지만 재밌었던 아름다운 디즈니만화 생각남 근데 안어울림 관람연령 12세이상이라서 12세를 타겟으로 유치해진건가 라고 생각해도 12세 꼬마가 봐도 유치할듯 5 기대치가 너무 컸음,1 마블 특유의 재치와 유쾌함이 결여됨 웡이 있어서 그나마 다행 2 주요 캐릭터 외의 히어로 소비가 너무 했음 세계관 자체가 스칼렛 위치의 힘이 넘사 인건 알지만 가만해도 많이 아쉬웠음 3 아니 먹튀하면서 돈 내라는데 왜 때림 그걸 또 개그 소재로 4 음표 공격은 정말 옛날 유치하지만 재밌었던 아름다운 디즈니 만화 생각남 근데 안 어울림 관람연령 12세 이상이라서 12세를 타깃으로 유치해진 건가라고 생각해도 12세 꼬마가 봐도 유치할 듯 5 기대치가 너무 컸음
부정,CG가 젤 나음..진짜 별로,CG가 젤 나음 진짜 별로,CG가 젤 나음 진짜 별로
부정,이 평점은 12점을 주지 못해 남기는 2점이다.,이 평점은 12점을 주지 못해 남기는 2점이다,이 평점은 12점을 주지 못해 남기는 2점이다
부정,새로운 시도는 좋은데 닥스가 너무 약하게 나오고 마블치고는 넘 자극적이에요,새로운 시도는 좋은데 닥스가 너무 약하게 나오고 마블치고는 넘 자극적이에요,새로운 시도는 좋은데 닥스가 너무 약하게 나오고 마블치고는 너무 자극적이에요
부정,어우 너무 지루하다 대화도 많고,어우 너무 지루하다 대화도 많고,어우 너무 지루하다 대화도 많고
부정,외모가 젊어진베니가 반가웠지만장르를 알수없는 }정신없는 영화였다,외모가 젊어진베니가 반가웠지만장르를 알수없는 정신없는 영화였다,외모가 젊어진 베니가 반가웠지만 장르를 알 수 없는 정신없는 영화였다
부정,유치하다.. 스토리도 억지로만든거같다..,유치하다 스토리도 억지로만든거같다,유치하다 스토리도 억지로 만든 거 같다
