분류,긍정리뷰,cleaned_text,spell_check
긍정,닥스 아주 재밌음 추천함,닥스 아주 재밌음 추천함,닥스 아주 재밌음 추천함
긍정,영상미 하나는 정말 화려해요. 솔직히 소문난 잔칫집에 먹잘 것 없다지만 정말 기대 이상입니다. 시간 가는 줄 몰랐어요.,영상미 하나는 정말 화려해요 솔직히 소문난 잔칫집에 먹잘 것 없다지만 정말 기대 이상입니다 시간 가는 줄 몰랐어요,영상미 하나는 정말 화려해요 솔직히 소문난 잔칫집에 먹잘 것 없다지만 정말 기대 이상입니다 시간 가는 줄 몰랐어요
긍정,주말에 이 영화를 본후 월요일이면 다시 바쁜 유니버스로 돌아가야한다는 것을 깨닫고 씁쓸해졌습니다.,주말에 이 영화를 본후 월요일이면 다시 바쁜 유니버스로 돌아가야한다는 것을 깨닫고 씁쓸해졌습니다,주말에 이 영화를 본 후 월요일이면 다시 바쁜 유니버스로 돌아가야 한다는 것을 깨닫고 씁쓸해졌습니다
긍정,"완다비전, 로키를 먼저봐야 스토리 이해가 됩니다.",완다비전 로키를 먼저봐야 스토리 이해가 됩니다,완다 비전 로키를 먼저 봐야 스토리 이해가 됩니다
긍정,역시마블 명불허전 마블,역시마블 명불허전 마블,역시 마블 명불허전 마블
긍정,영상미 좋고 연기 멋지고 잘봤습니다 베네딕트컴버비치 여전히 멋지네요 다음 시리즈도 기다릴게요,영상미 좋고 연기 멋지고 잘봤습니다 베네딕트컴버비치 여전히 멋지네요 다음 시리즈도 기다릴게요,영상미 좋고 연기 멋지고 잘 봤습니다 베네딕트 컴버배치 여전히 멋지네요 다음 시리즈도 기다릴게요
긍정,"완다비전은 무조건 보고 관람해야하고, 왓이프는 선택... 솔직히 완다비전 안보고 닥스 봤으면 내용 연결 안되서 재미없을듯;;",완다비전은 무조건 보고 관람해야하고 왓이프는 선택 솔직히 완다비전 안보고 닥스 봤으면 내용 연결 안되서 재미없을듯 ,완다 비전은 무조건 보고 관람해야 하고 왓 이프는 선택 솔직히 완다 비전 안 보고 닥스 봤으면 내용 연결 안 돼서 재미없을 듯
긍정,스토리 이해가능하면 최고의 영화못하면 그냥 액션 영화,스토리 이해가능하면 최고의 영화못하면 그냥 액션 영화,스토리 이해 가능하면 최고의 영화 못하면 그냥 액션 영화
긍정,개재밌는데? ㄷㄷㄷㄷ,개재밌는데 ,개 재밌는데
긍정,디즈니플러스로 마블거 다 본 사람으로서 스토리 너무 재밌었고 호러부분이 위트있고 신선해서 대혼돈의 멀티버스 다웠음 매우 흥미롭고 즐겁게 관람하고 옴,디즈니플러스로 마블거 다 본 사람으로서 스토리 너무 재밌었고 호러부분이 위트있고 신선해서 대혼돈의 멀티버스 다웠음 매우 흥미롭고 즐겁게 관람하고 옴,디즈니 플러스로 마블 거 다 본 사람으로서 스토리 너무 재밌었고 호러 부분이 위트 있고 신선해서 대혼돈의 멀티버스 다웠음 매우 흥미롭고 즐겁게 관람하고 옴
긍정,마블이 돌아왔다... 어벤져스3 이후로 이렇게 재밌는거 처음,마블이 돌아왔다 어벤져스3 이후로 이렇게 재밌는거 처음,마블이 돌아왔다 어벤저스 3 이후로 이렇게 재밌는 거 처음
긍정,스파이더맨 노웨이홈 보다 재밌음 (개인적인 생각),스파이더맨 노웨이홈 보다 재밌음 개인적인 생각 ,스파이더맨 노 웨이 홈 보다 재밌음 개인적인 생각 
긍정,공포영화인줄 ㅋㅋ 근데 꿀잼,공포영화인줄 근데 꿀잼,공포영화인 줄 근데 꿀 잼
긍정,완다랑 닥스 둘 다 연기 너무 잘해ㅋㅋㅋㅋ,완다랑 닥스 둘 다 연기 너무 잘해 ,완다랑 닥스 둘 다 연기 너무 잘해 
긍정,마블 시리즈 꼭 극장에서 봐야 합니다,마블 시리즈 꼭 극장에서 봐야 합니다,마블 시리즈 꼭 극장에서 봐야 합니다
긍정,아이들과 함께 봤는데 다들 재미있게 봐서 더 좋은시간 보낸거 같습니다^^,아이들과 함께 봤는데 다들 재미있게 봐서 더 좋은시간 보낸거 같습니다 ,아이들과 함께 봤는데 다들 재미있게 봐서 더 좋은 시간 보낸 거 같습니다 
긍정,마블영화는 역시 극장에서 봐야 잼있네요,마블영화는 역시 극장에서 봐야 잼있네요,마블 영화는 역시 극장에서 봐야 재밌네요
긍정,기대 했다면..기대한 만큼의 만족이..,기대 했다면 기대한 만큼의 만족이,기대했다면 기대한 만큼의 만족이
긍정,잼나요~시간 가는줄 모름,잼나요 시간 가는줄 모름,재미나요 시간 가는 줄 모름
긍정,멀티버스 세계관 확장ㅋㅋ 꿀잼!!!,멀티버스 세계관 확장 꿀잼 ,멀티버스 세계관 확장 꿀 잼
긍정,수위가 높은거만 빼면 정말 화려하고 잘만든 영화.시각효과덕에 눈 호강함,수위가 높은거만 빼면 정말 화려하고 잘만든 영화 시각효과덕에 눈 호강함,수위가 높은 거만 빼면 정말 화려하고 잘 만든 영화 시각효과 덕에 눈 호강함
긍정,롤러코스트 식 마블식 다크 판타지 잔혹 호러물,롤러코스트 식 마블식 다크 판타지 잔혹 호러물,롤러코스터 식 마블식 다크 판타지 잔혹 호러물
긍정,이블데드의 b급정서를 기억하고 추억하는 나는 이 영화에 쌍수를 들고 환호할 수밖에 없었다! 공포영화에 가까워서 호불호가 있겠지만 정말 재밌었다ㅜㅜ,이블데드의 b급정서를 기억하고 추억하는 나는 이 영화에 쌍수를 들고 환호할 수밖에 없었다 공포영화에 가까워서 호불호가 있겠지만 정말 재밌었다 ,이블 데드의 b급 정서를 기억하고 추억하는 나는 이 영화에 쌍수를 들고 환호할 수밖에 없었다 공포영화에 가까워서 호불호가 있겠지만 정말 재밌었다 
긍정,난 재밌게봤음. 조금 뻔하긴해도 재밌,난 재밌게봤음 조금 뻔하긴해도 재밌,난 재밌게 봤음 조금 뻔하긴 해도 재미
긍정,스토리 레전드다 역시 마블,스토리 레전드다 역시 마블,스토리 레전드다 역시 마블
긍정,마블에 호러 섞은 것도 재밌네요.,마블에 호러 섞은 것도 재밌네요,마블에 호러 섞은 것도 재밌네요
긍정,너무 재미있었음 만약 닥스2내용 이해하고 볼거면 유튜브에서라도 로키랑 완다비전 영상이라도 보세요,너무 재미있었음 만약 닥스2내용 이해하고 볼거면 유튜브에서라도 로키랑 완다비전 영상이라도 보세요,너무 재미있었음 만약 닥스 2내용 이해하고 볼 거면 유튜브에서라도 로키랑 완다 비전 영상이라도 보세요
긍정,앤드게임이후로 그나마 볼만한 마블영화였음 영상미도 좋았고 늘어지는 구간도 없었음 재밌게 봤어요!,앤드게임이후로 그나마 볼만한 마블영화였음 영상미도 좋았고 늘어지는 구간도 없었음 재밌게 봤어요 ,앤드 게임 이후로 그나마 볼만한 마블 영화였음 영상미도 좋았고 늘어지는 구간도 없었으면 재밌게 봤어요 
긍정,괜찮은데 왜 평점 낮은지 모르겠음,괜찮은데 왜 평점 낮은지 모르겠음,괜찮은데 왜 평점 낮은지 모르겠음
긍정,완전 재미있었지만 12세라기에는 조금 잔인ㅎㅎ,완전 재미있었지만 12세라기에는 조금 잔인 ,완전 재미있었지만 12세라기에는 조금 잔인 
긍정,굿굿 연기랑 연출 다 좋음,굿굿 연기랑 연출 다 좋음,굿굿 연기랑 연출 다 좋음
긍정,난 좋았음 상상력을 뛰어넘다.영상은 끝판왕,난 좋았음 상상력을 뛰어넘다 영상은 끝판왕,난 좋았음 상상력을 뛰어넘다 영상은 끝판왕
긍정,Are you happy?,Are you happy ,Are you happy 
긍정,재미있었고 액션이 많았다...!!!,재미있었고 액션이 많았다 ,재미있었고 액션이 많았다 
긍정,완다ㅠㅠㅠㅠ 제발ㅠㅠㅠ,완다 제발 ,완다 제발 
긍정,최고최고 다시보고싶음,최고최고 다시보고싶음,최고 최고 다시 보고 싶음
긍정,개인적으로 너무좋았다.,개인적으로 너무좋았다,개인적으로 너무 좋았다
긍정,잼썼는데 그에 비해 짜서 후하게 줌.8.5점정도가 적당할듯. 음표는 확실히...크흠,잼썼는데 그에 비해 짜서 후하게 줌 8 5점정도가 적당할듯 음표는 확실히 크흠,잼 썼는데 그에 비해 짜서 후하게 줌 8 5점 정도가 적당할 듯 음표는 확실히 큰 흠
긍정,저는 재밌게 본 것 같아요. 보시기 전에 완다비젼은 꼭 보고 보시길...,저는 재밌게 본 것 같아요 보시기 전에 완다비젼은 꼭 보고 보시길,저는 재밌게 본 것 같아요 보시기 전에 완다 비전은 꼭 보고 보시길
긍정,완다 멋있어 완전 멋있어,완다 멋있어 완전 멋있어,완다 멋있어 정말 멋있어
긍정,진짜 마블 영화는 늘 실망감을 주지않는다.,진짜 마블 영화는 늘 실망감을 주지않는다,진짜 마블 영화는 늘 실망감을 주지 않는다
긍정,닥터스트레인지 흥해라~~,닥터스트레인지 흥해라 ,닥터 스트레인지 흥해라 
긍정,재미있게 잘 보았습니다완다비전 드라마 줄거리 미리 확인하고 보세요,재미있게 잘 보았습니다완다비전 드라마 줄거리 미리 확인하고 보세요,재미있게 잘 보았습니다 완다 비전 드라마 줄거리 미리 확인하고 보세요
긍정,난 정말 재밌게 봤음 호불호 갈린다고 하는데 난 호,난 정말 재밌게 봤음 호불호 갈린다고 하는데 난 호,난 정말 재밌게 봤음 호불호 갈린다고 하는데 난 호
긍정,진짜 너무 재미있었습니다 인생영화네요!,진짜 너무 재미있었습니다 인생영화네요 ,진짜 너무 재미있었습니다 인생 영화네요
긍정,완다 비주얼 역대 최강 완다 능력 역대 최강완다가 나오는 부분은 정말 거의 다 연출 연기 모든게 다 좋았지만....닥스 부분이 좀 아쉽다 주인공이 완다인 느낌,완다 비주얼 역대 최강 완다 능력 역대 최강완다가 나오는 부분은 정말 거의 다 연출 연기 모든게 다 좋았지만 닥스 부분이 좀 아쉽다 주인공이 완다인 느낌,완다 비주얼 역대 최강 완다 능력 역대 최강은 다 가 나오는 부분은 정말 거의 다 연출 연기 모든 게 다 좋았지만 닥스 부분이 좀 아쉽다 주인공이 완다인 느낌
긍정,난 되게 재밋게 봄.이거 보기전에 완다비전 로키 필수로 보시길!,난 되게 재밋게 봄 이거 보기전에 완다비전 로키 필수로 보시길 ,난 되게 재밌게 봄 이거 보기 전에 완다 비전 로키 필수로 보시길 
긍정,기대만큼 즐겁고 만족!!!,기대만큼 즐겁고 만족 ,기대만큼 즐겁고 만족 
긍정,마블이란 히어로 영화에 공포 소재를 이렇게 잘 넣는 감독이 있을까?,마블이란 히어로 영화에 공포 소재를 이렇게 잘 넣는 감독이 있을까 ,마블이란 히어로 영화에 공포 소재를 이렇게 잘 넣는 감독이 있을까 
긍정,다음 시리즈가 기대되는 작품.너무 재미나게 잘 봤슴.,다음 시리즈가 기대되는 작품 너무 재미나게 잘 봤슴,다음 시리즈가 기대되는 작품 너무 재미나게 잘 봤음
긍정,재밌고 좋았음 스토리도 좋고 만족,재밌고 좋았음 스토리도 좋고 만족,재밌고 좋았음 스토리도 좋고 만족
긍정,질질끄는거 없이 엄청 길고 복잡한 스토리를 잘풀어냈음.볼거리와 소재가 다채로워서 좋아,질질끄는거 없이 엄청 길고 복잡한 스토리를 잘풀어냈음 볼거리와 소재가 다채로워서 좋아,질질 끄는 거 없이 엄청 길고 복잡한 스토리를 잘 풀어냈음 볼거리와 소재가 다채로워서 좋아
긍정,공포까지는 아니였지만 그래도 기대이상이여서 재밌었음,공포까지는 아니였지만 그래도 기대이상이여서 재밌었음,공포까지는 아니었지만 그래도 기대 이상이어서 재밌었음
긍정,액션과 연기력은 최고인듯,액션과 연기력은 최고인듯,액션과 연기력은 최고인 듯
긍정,혹평 이유를 잘 모르겠음 완다비전 안봤으면 뜬금없어서 혹평할 수는 있을듯,혹평 이유를 잘 모르겠음 완다비전 안봤으면 뜬금없어서 혹평할 수는 있을듯,혹평 이유를 잘 모르겠음 완다 비전 안 봤으면 뜬금없어서 혹평할 수는 있을 듯
긍정,"부모 입장으로서 완다가 충분히 공감되었음나도 완다 능력을 가지고있으면 그렇게 할듯또 부모로서 ""늘 사랑으로 키울게"" 이말에 감동받아 포기할거같기도하다 ㅠㅠ",부모 입장으로서 완다가 충분히 공감되었음나도 완다 능력을 가지고있으면 그렇게 할듯또 부모로서 늘 사랑으로 키울게 이말에 감동받아 포기할거같기도하다 ,부모 입장으로서 완다가 충분히 공감되었음나도 완다 능력을 가지고 있으면 그렇게 할 듯 또 부모로서 늘 사랑으로 키울게 이 말에 감동받아 포기할 거 같기도 하다
긍정,대혼란의 멀티버스라 그런지 보는내내 혼란스움,대혼란의 멀티버스라 그런지 보는내내 혼란스움,대혼란의 멀티버스라 그런지 보는 내내 혼란 슬움
긍정,진짜 믿고보는마블 감동,진짜 믿고보는마블 감동,진짜 믿고 보는 마블 감동
긍정,최고~~~~!!!예요,최고 예요,최고예요
긍정,상상력이 경이로울정도로 완벽하게 구현되어있네요..,상상력이 경이로울정도로 완벽하게 구현되어있네요,상상력이 경이로울 정도로 완벽하게 구현되어있네요
긍정,진짜 엄청 재밌어요! 꼭보세요!,진짜 엄청 재밌어요 꼭보세요 ,진짜 엄청 재밌어요 꼭 보세요
긍정,"마블 최초 호러 영화이지만, 새로운 시도는 좋았고원래 MCU가 아닌 느낌이 들어서 거부감이 있었지만 다음 편도 기대할 만한 것 같다.",마블 최초 호러 영화이지만 새로운 시도는 좋았고원래 MCU가 아닌 느낌이 들어서 거부감이 있었지만 다음 편도 기대할 만한 것 같다,마블 최초 호러 영화이지만 새로운 시도는 좋았고 원래 MCU가 아닌 느낌이 들어서 거부감이 있었지만 다음 편도 기대할 만한 것 같다
긍정,음표가 왜 유치하다고 하는지 이해가 안가네.,음표가 왜 유치하다고 하는지 이해가 안가네,음표가 왜 유치하다고 하는지 이해가 안가네
긍정,정말이지 이렇게 띵작일 수 가없음.. 베네딕트 컴버배치는 항상 옳다..,정말이지 이렇게 띵작일 수 가없음 베네딕트 컴버배치는 항상 옳다,정말이지 이렇게 땡 작일 수 가없음 베네딕트 컴버배치는 항상 옳다
긍정,원래 영화의 러닝타임은 2시간 40분이였대요. 그런데 수위 조절과 여러 유출들로 인해 시간도 짧아지고 급전개가 생기고 호불호도 갈린 거 같네요. 닥스와 흑화 닥스의 전투신이 기대와 달리 별로였습니다. 또 닥스가 너무 약해졌고요. 빨리 삭제장면을 내놓아라!,원래 영화의 러닝타임은 2시간 40분이였대요 그런데 수위 조절과 여러 유출들로 인해 시간도 짧아지고 급전개가 생기고 호불호도 갈린 거 같네요 닥스와 흑화 닥스의 전투신이 기대와 달리 별로였습니다 또 닥스가 너무 약해졌고요 빨리 삭제장면을 내놓아라 ,원래 영화의 러닝타임은 2시간 40분이었대요 그런데 수위 조절과 여러 유출들로 인해 시간도 짧아지고 급전개가 생기고 호불호도 갈린 거 같네요 닥스와 흑화 닥스의 전투신이 기대와 달리 별로였습니다 또 닥스가 너무 약해졌고요 빨리 삭제 장면을 내놓아라 
긍정,음악 감독이 진짜 천재임,음악 감독이 진짜 천재임,음악 감독이 진짜 천재임
긍정,이정도가 재미없다하는사람들 믿지마세요 꿀잼임,이정도가 재미없다하는사람들 믿지마세요 꿀잼임,이 정도가 재미없다 하는 사람들 믿지 마세요 꿀 잼임
긍정,정말 엄청나더라 결말에선 스티브의 이마에 눈이 생긴거 꼭 기생수 파트랑 거의 비슷하더라고요 역시 마법의 주문을 외우는 마블히어로의 마법사 영국인 베네딕트 컴버배치 화이팅입니다~!^^,정말 엄청나더라 결말에선 스티브의 이마에 눈이 생긴거 꼭 기생수 파트랑 거의 비슷하더라고요 역시 마법의 주문을 외우는 마블히어로의 마법사 영국인 베네딕트 컴버배치 화이팅입니다 ,정말 엄청나더라 결말에선 스티브의 이마에 눈이 생긴 거 꼭 기생수 파트랑 거의 비슷하더라고요 역시 마법의 주문을 외우는 마블 히어로의 마법사 영국인 베네딕트 컴버배치 파이팅입니다
긍정,공공장소에서 소리지르면 않된다는 교훈을 주는영화,공공장소에서 소리지르면 않된다는 교훈을 주는영화,공공장소에서 소리 지르면 안된다는 교훈을 주는 영화
긍정,"완다비전을 보고 본다면 더 이해가 잘되겠지만, 완다비전 요약만 봐도 내용을 이해하는데는 큰 무리가 없어요. 스파이더맨 노웨이홈을 뛰어넘는, 마블 팬들에 대한 큰 선물과 같은 영화입니다. 이 영화 하나만 놓고 봐도 영상미나 스토리의 완성도가 높다고 생각하고, MCU 내에서도 핵심적인 역할을 하게 될 영화입니다. 너무 재밌게봤어요.",완다비전을 보고 본다면 더 이해가 잘되겠지만 완다비전 요약만 봐도 내용을 이해하는데는 큰 무리가 없어요 스파이더맨 노웨이홈을 뛰어넘는 마블 팬들에 대한 큰 선물과 같은 영화입니다 이 영화 하나만 놓고 봐도 영상미나 스토리의 완성도가 높다고 생각하고 MCU 내에서도 핵심적인 역할을 하게 될 영화입니다 너무 재밌게봤어요,완다 비전을 보고 본다면 더 이해가 잘 되겠지만 완다 비전 요약만 봐도 내용을 이해하는 데는 큰 무리가 없어요 스파이더맨 노 웨이 홈을 뛰어넘는 마블 팬들에 대한 큰 선물과 같은 영화입니다 이 영화 하나만 놓고 봐도 영상미나 스토리의 완성도가 높다고 생각하고 MCU 내에서도 핵심적인 역할을 하게 될 영화입니다 너무 재밌게 봤어요
긍정,샘 레이미 특유의 공포감성이 다른 마블 영화와의 차별성을 더한다.,샘 레이미 특유의 공포감성이 다른 마블 영화와의 차별성을 더한다,샘 레이미 특유의 공포감성이 다른 마블 영화와의 차별성을 더한다
긍정,호불호 엄청 갈릴듯 일단 본인은 극호보려면 마블 완다비젼 드라마 꼭 봐야함영화가 좀 뇌절이 있긴한데 재미는 확실함,호불호 엄청 갈릴듯 일단 본인은 극호보려면 마블 완다비젼 드라마 꼭 봐야함영화가 좀 뇌절이 있긴한데 재미는 확실함,호불호 엄청 갈릴 듯 일단 본인은 극화 보려면 마블 완다 비전 드라마 꼭 봐야 한 영화가 좀 네 절이 있긴 한데 재미는 확실함
긍정,인셉션 해리포터 좀비물 취향저격,인셉션 해리포터 좀비물 취향저격,인셉션 해리포터 좀비물 취향 저격
긍정,역시 믿고 보는 닥터스트레인지 굳드,역시 믿고 보는 닥터스트레인지 굳드,역시 믿고 보는 닥터 스트레인지 굳듯
긍정,전 재밌게봤는데 평점이 왜 낮은지 모르겟네요 ㅠ,전 재밌게봤는데 평점이 왜 낮은지 모르겟네요 ,전 재밌게 봤는데 평점이 왜 낮은지 모르겠네요
긍정,아무리 못해도 평점 8점 이상은 됩니다~평점이 너무 낮아서 일부터 10점 줬네요. 스파이더맨 만큼은 재밌었는데~,아무리 못해도 평점 8점 이상은 됩니다 평점이 너무 낮아서 일부터 10점 줬네요 스파이더맨 만큼은 재밌었는데 ,아무리 못해도 평점 8점 이상은 됩니다 평점이 너무 낮아서 일부터 10점 줬네요 스파이더맨만큼은 재밌었는데 
긍정,연출 굿! 잼씀!!!!~~~,연출 굿 잼씀 ,연출 굿 재밌음
긍정,무서운건 참아도 눈물은 못참아결론: 우리 세계 닥스가 짱이심,무서운건 참아도 눈물은 못참아결론 우리 세계 닥스가 짱이심,무서운 건 참아도 눈물은 못 참아 결론 우리 세계 닥스가 짜증이 심
긍정,완전 재밌었다한번 더 봐야지 4d로!!!,완전 재밌었다한번 더 봐야지 4d로 ,정말 재밌었다 한 번 더 봐야지 4d로 
긍정,완다가 너무 불쌍함...,완다가 너무 불쌍함,완다가 너무 불쌍함
긍정,완다비전의 확장 영화버전,완다비전의 확장 영화버전,완다 비전의 확장 영화 버전
긍정,음표날리는거 댕좋았음 :),음표날리는거 댕좋았음 ,음표 날리는 거 댕좋았음
긍정,난 재밌었음. 노란색 미니카 타고 다니시는 아저씨 뭔가 있어 보였는데 한번에 죽어서 아쉬웠음,난 재밌었음 노란색 미니카 타고 다니시는 아저씨 뭔가 있어 보였는데 한번에 죽어서 아쉬웠음,난 재밌었음 노란색 미니카 타고 다니시는 아저씨 뭔가 있어 보였는데 한 번에 죽어서 아쉬웠음
긍정,재밌었다 또 볼지는 잘 모르겠다,재밌었다 또 볼지는 잘 모르겠다,재밌었다 또 볼지는 잘 모르겠다
긍정,영화 이외 드라마나 이런거 하나도 안보고 봤는데도 어느정도 설명이나 유추할 부분이있어서 보는데 어려움없었음. 뭔가 진지하게 보면 별로일거같은데 부제목 처럼 대혼돈 그자체여서 난 너무 재밌게봄 ㅋㅋ 다회차 가능할정도로,영화 이외 드라마나 이런거 하나도 안보고 봤는데도 어느정도 설명이나 유추할 부분이있어서 보는데 어려움없었음 뭔가 진지하게 보면 별로일거같은데 부제목 처럼 대혼돈 그자체여서 난 너무 재밌게봄 다회차 가능할정도로,영화 이외 드라마나 이런 거 하나도 안 보고 봤는데도 어느 정도 설명이나 유추할 부분이 있어서 보는데 어려움 없었음 뭔가 진지하게 보면 별로일 거 같은데 부제목처럼 대혼돈 그 자체여서 난 너무 재밌게 봄 다 회차 가능할 정도로
긍정,스토리도 좋고 완다가 너무 멋있던 영화,스토리도 좋고 완다가 너무 멋있던 영화,스토리도 좋고 완다가 너무 멋있던 영화
긍정,완다 비전 꼭보고 가셈 ㄹㅇ 너무 재밌고 액션씬 개미쳤음,완다 비전 꼭보고 가셈 너무 재밌고 액션씬 개미쳤음,완다 비전 꼭 보고 가세요 너무 재밌고 액션신 개미 쳤음
긍정,개잼있음. 시리즈를봐야 재미있게 볼수있는 영화...시리즈안보면 아마 재미없었을듯.. 좀 이상한부분도 있지만. 상상력이 총동원되서.시간가는줄모르고 봐버렸다,개잼있음 시리즈를봐야 재미있게 볼수있는 영화 시리즈안보면 아마 재미없었을듯 좀 이상한부분도 있지만 상상력이 총동원되서 시간가는줄모르고 봐버렸다,개 재밌음 시리즈를 봐야 재미있게 볼 수 있는 영화 시리즈 안 보면 아마 재미없었을 듯 좀 이상한 부분도 있지만 상상력이 총동원돼서 시간 가는 줄 모르고 봐버렸다
긍정,정말 재밌게 봤음 생각보다 볼만하던데 왜 다들 억까하나 싶음 확실히 호불호가 갈리긴 하나봄,정말 재밌게 봤음 생각보다 볼만하던데 왜 다들 억까하나 싶음 확실히 호불호가 갈리긴 하나봄,정말 재밌게 봤음 생각보다 볼만하던데 왜 다들 얼까 하나 싶음 확실히 호불호가 갈리긴 하나 봄
긍정,재밌게 잘 보고 왔습니다.,재밌게 잘 보고 왔습니다,재밌게 잘 보고 왔습니다
긍정,너무 재밌어요!!! 제일 좋아하는 케릭터 2명이 주인공이라니.... 드라마 완다비전이랑 애니 what if를 보고 이 영화 보면 더더욱 재밌어요!! 눈물,너무 재밌어요 제일 좋아하는 케릭터 2명이 주인공이라니 드라마 완다비전이랑 애니 what if를 보고 이 영화 보면 더더욱 재밌어요 눈물,너무 재밌어요 제일 좋아하는 캐릭터 2명이 주인공이라니 드라마 완다 비전이랑 애니 what if를 보고 이 영화 보면 더더욱 재밌어요 눈물
긍정,기대를 낮추고 보면 재밌는뎅..,기대를 낮추고 보면 재밌는뎅,기대를 낮추고 보면 재밌는 뎅
긍정,개꿀잼 완다비전은 꼭 보고가야함,개꿀잼 완다비전은 꼭 보고가야함,개꿀 잼 완다 비전은 꼭 보고 가야 함
긍정,아 스트레인지 중간에 팔 잘리노 ㅠㅠ,아 스트레인지 중간에 팔 잘리노 ,아 스트레인지 중간에 팔 잘리노 
긍정,재밌게 봤네요. 그런데 마지막 쿠기영상은...,재밌게 봤네요 그런데 마지막 쿠기영상은,재밌게 봤네요 그런데 마지막 쿠기 영상은
긍정,기대안하고봤는데 넘 재밌게봤어요,기대안하고봤는데 넘 재밌게봤어요,기대 안 하고 봤는데 너무 재밌게 봤어요
긍정,제목 그대로 매드니스!!!,제목 그대로 매드니스 ,제목 그대로 매드니스 
긍정,볼만은한데 평점이 넘 낮아서 10점줍니다8.5정도되요,볼만은한데 평점이 넘 낮아서 10점줍니다8 5정도되요,볼 만은 한데 평점이 너무 낮아서 10점 줍니다 8 5 정도 돼요
긍정,사람들이 공포영화라서 마블 같지 않다고들 많이 하지만 이 영화를 표현 할 때 장르를 공포로 선택한 것이 오히려 더 좋았다고 봄,사람들이 공포영화라서 마블 같지 않다고들 많이 하지만 이 영화를 표현 할 때 장르를 공포로 선택한 것이 오히려 더 좋았다고 봄,사람들이 공포영화라서 마블 같지 않다고들 많이 하지만 이 영화를 표현할 때 장르를 공포로 선택한 것이 오히려 더 좋았다고 봄
긍정,재밌다 기대를 안해서 그런지 더 재밌다,재밌다 기대를 안해서 그런지 더 재밌다,재밌다 기대를 안 해서 그런지 더 재밌다
긍정,역대 마블 시리즈 중 가장 재미있게 봤음.cg랑 영상미가 완벽했다!볼게 많은 영화라 나중에 한번 더 보려한다.,역대 마블 시리즈 중 가장 재미있게 봤음 cg랑 영상미가 완벽했다 볼게 많은 영화라 나중에 한번 더 보려한다,역대 마블 시리즈 중 가장 재미있게 봤음 cg랑 영상미가 완벽했다 볼게 많은 영화라 나중에 한 번 더 보려 한다
긍정,강추입니다 정말 잘봤어요~,강추입니다 정말 잘봤어요 ,강추입니다 정말 잘 봤어요
긍정,오 그래도 못볼 영화는 아닌데,오 그래도 못볼 영화는 아닌데,오 그래도 못 볼 영화는 아닌데
긍정,영화 연출이 신선하고 좋았다 예고편보고,영화 연출이 신선하고 좋았다 예고편보고,영화 연출이 신선하고 좋았다 예고편 보고
긍정,주관적으로 마블영화중 최고로 재밌었고객관적으로 생각헤도 정말 잘만들어진 오락영화인데이걸 그냥 영화로 평가를 해야지 마블영화의 잣대를 가지고팬 입맛에 안맞다고 혹평을 하는 사람들이 많다는게 아쉬움,주관적으로 마블영화중 최고로 재밌었고객관적으로 생각헤도 정말 잘만들어진 오락영화인데이걸 그냥 영화로 평가를 해야지 마블영화의 잣대를 가지고팬 입맛에 안맞다고 혹평을 하는 사람들이 많다는게 아쉬움,주관적으로 마블 영화 중 최고로 재밌었고 객관적으로 생각 헤도 정말 잘 만들어진 오락영화인데 이걸 그냥 영화로 평가를 해야지 마블 영화의 잣대를 가지고 팬 입맛에 안 맞는다고 혹평을 하는 사람들이 많다는 게 아쉬움
긍정,몇부분은 실망한 부분이 있었으나 노 웨이홈만큼 재밌었다. 멀티버스를 여행하는 장면은 스크린엑스로 봐야함 필수,몇부분은 실망한 부분이 있었으나 노 웨이홈만큼 재밌었다 멀티버스를 여행하는 장면은 스크린엑스로 봐야함 필수,몇 부분은 실망한 부분이 있었으나 노 웨이 홈만큼 재밌었다 멀티버스를 여행하는 장면은 스크린 엑스로 봐야 함 필수
긍정,상상이 안 될 만큼 재미가 있네요,상상이 안 될 만큼 재미가 있네요,상상이 안 될 만큼 재미가 있네요
긍정,눈 앞에 펼쳐지던 멀티버스의 스케일은 그저 짜릿했다,눈 앞에 펼쳐지던 멀티버스의 스케일은 그저 짜릿했다,눈앞에 펼쳐지던 멀티버스의 스케일은 그저 짜릿했다
긍정,그로스하고 기괴한거 좋아하는 나에겐 꿀쨈 ㅎ,그로스하고 기괴한거 좋아하는 나에겐 꿀쨈 ,그로스하고 기괴한 거 좋아하는 나에겐 꿀쨈
긍정,진짜 또 보고싶네여 역시 마블영화ㅋㅋㅋ 인기 있는 이유가 다 있어여,진짜 또 보고싶네여 역시 마블영화 인기 있는 이유가 다 있어여,진짜 또 보고 싶네요 역시 마블 영화 인기 있는 이유가 다 있어요
긍정,잼게 본 영화입니다 역시 믿고 보는 마블이죠?,잼게 본 영화입니다 역시 믿고 보는 마블이죠 ,재밌게 본 영화입니다 역시 믿고 보는 마블이죠 
긍정,난 개인적으로 재밌었음,난 개인적으로 재밌었음,난 개인적으로 재밌었음
긍정,4DX로 봤는데 재밌었어요!! 걍 최고네요...ㅠ,4DX로 봤는데 재밌었어요 걍 최고네요 ,4DX로 봤는데 재밌었어요 그냥 최고네요 
