분류,spell_check
0,실망이 크다 설날 특선으로 해줘도 끝까지 안 볼 듯 참고로 최근 스타이 더 맨 편 빼고 모든 마블 영화 다 재밌었던 1인 근데 연기는 미쳤음 진짜 완다 연기 진짜 미쳤음 절대 깔 수가 없음
0,이 영화의 스토리가 탄탄하다고 여겨지는 게 신기할 따름이다
0,마블 영화로써도 최악 삼류 공포영화로써도 최악 전작 닥스 1에 비해 너무 나 잼 뇌정 네 절을 넘어 마블 손절가 가을 만든 최악의 작품
0,마블 왜 이래 개 살망함
0,말할 수 없는 비밀 예토 전생 일루미나티 매직키드 마수리
0,그냥 집에서 보세요
0,장르가 되어버린 마블이 호러와 외도로 인해 모든 마블의 역사가 무너져버린 계기가 된듯하다
0,1점 영화는 아니었으나 평점이 높아서 1점 줌
0,별로던데요 그냥 좀 그랬어요
0,미친 듯이 사랑했던 전 여자친구가 마약중독자 연쇄 살인마가 돼서 나타나면 이런 기분일까 내가 사랑했던 마블은 이제 죽었다
0,영상미 이외에는 정말 지루한 영화 기대는 많이 하고 가지 마세요 후회합니다 
0,진심으로 솔직하게 해리 포터와 마법사의 돌이 더 박진감 넘치고 모든 면에서 월등하다 생각합니다
0,보다가 어이가 없어서 피식거림
0,진입 장벽이 낮지는 않은 느낌
0,히어로 영화를 양지로 끌어올린 건 MCU이지만 음지로 집어넣을 것도 MCU 일 거라고 느꼈다
0,진짜 재미없어서 도중에 나가고 싶었어요
0,완다의 사연으로 영화를 끌고 가는 건 무리수였다 이제 마블 안 볼 거다 배우들 연기가 아까웠다 베네딕트 
0,뭐가 뭔지 하나도 모르겠는 영화 마블 영희가 맞나 
0,대혼돈의 유치찬란 가여운 닥터
0,CG 팀을 갈아 넣어서 영상미가 좋은 구린 영화 주체를 알 수 없음 공포영화인 건지 코믹인 건지 납득 불가 그냥 구림
0,진짜 최악 무료로 봤는데도 아까울 정도 스토리 갑자기 뭐지 이 생각을 계속했어요 공포물 아니면서 일부로 놀랄 포인트 자꾸 만들고 마지막엔 좀비처럼 이게 뭔가 싶어요 시간이 너무 아까움 스토리도 허무하고 시작부터가 불친절함하고 내용이 진행될수록 정리가 아니라 산만하다 그냥 이 히어로 저 히어로 포함시키기 급급했던 영화 마블 제발 영상도 중요한데 스토리도 챙겨주세요 대부분 나오면서 기대 안 하고 봐서 다행이라고 하시더라고요 
0,찐 마블 팬이면 모르겠으나 드라마인지 뭔지 안 보면 졸리더라
0,망 언제 끝나나만 두 시간 내내 생각했음
0,옛날 마블만 해도 재미있었는데 확실히 망해가는 게 보이네요 개연성이 맞지도 않고 참 그래도 전투신 음표 배틀은 참신해요
0,유치한 장면이 많이 나와요 스토리도 별로고
0,마블 영화 시리즈 포함해서 가장 재미없었던 영화 마블 좋아해서 디즈니 플러스 가입해서 완다 비전 로키 등등 빠짐없이 봐서 닥스 2 내용은 다 이해하지만 연출이나 스토리가 너무 정성이 없었음 액션도 부족 내용도 유치 허술하고 쥐어짜낸 느낌 멀티버스를 너무 집착하는 것 같음 죽은 자 드림 워킹할 때 영혼들 나오는 것도 어이없고 아무튼 재미도 감동도 없었음 유튜브에서 요약본 보길 추천
0,호불호가 갈리는 게 신기할 정도로 저는 별로였습니다 스토리에 개연성이 부족하고 연출이 유치하다는 생각이 종종 들었어요 물론 재밌게 보신 분들의 의견은 존중합니다
0,유치뽕짝 코스튬도 왜 촌스러워진 거 같은
0,와 마블 보면서 처음으로 심하게 웃었다
0,이거 등급 만든 사람 누구냐 12세치고 너무 잔인해서 깜놀했네
0,여러 장르를 어울리지도 않게 짬뽕시킨 고작 스토리 진행과 큰 관련 없이 흐름을 깨트리는 많은 등장인물 아무리 마블 코믹스 팬들을 위한 서비스라고 하더라도 과함 촌스럽고 정신없는 연출 마블이니까 그나마 사람들이 보는 거지
0, 한글 읽을 줄 아는데 뭔 소린지 모르겠음 참고로 4년제 대학 나옴
0,뒤도 안 볼 것만 같던 악당이 설득력 없는 결말을 맞이하며 개연성은 멀티버스와 함께 대혼돈으로 이제 토만 남았구나
0,이터 널스는 짱깨 쫘 오가 다큐를 만들더니 이번에 호러 좀비물이냐 도체 마블은 어디 간 그녀 케빈뽜이기는 정신 챙기면 좋큿다
0,최근 마블에 정이 떨어져서 그런 건지 그냥 재미가 없네요 오랜만에 잘 잤습니다
0,경악을 금치 못함
0,아 돈 내고 잠 자게 만드는 영화 피곤은 풀리게 해주는 영화 제목이 찰떡이라 2점 피곤이 풀려서 1점 추가 총합 3점대 혼돈 그 자체
0,마블 팬은 아닙니다만 마블 영화 종종 봤음 1편은 재미나게 봤는데 2편은 중간에 진짜 스토리 풀어 나가는 게 억지스러움 2시간 영화지만 1시간 정도 전개 상 불필요한 내용이 나와서 충격받음 정말 실망해서 앞으로 안 볼 거임
0,최악 최악 최악 그자체였음 호러 도전은 그렇다 쳐도 시대에 맞지 않은 B급 연출은 보는 사람들을 코웃음 치게 만들고 제목 그대로 혼돈스러운 전개들은 이제 막 마블 영화를 보려는 사람이나 조금 보던 사람들을 다신 마블 영화를 볼 수 없게 더더욱 진입장벽을 높였음 호불호 갈리는 것 뿐 좋은 영화라고들 하는데 그럼 예전에 다 같이 좋아하고 찬양하던 옛 마블 영화들은 뭐였음 어쨌든 예전보다 못 하다는 건 사실이란 거임 별 의미 없는 사상 다툼이나 하면서 캐릭터 훼손시키고 마블이 스스로 찬양하는 멀티버스 그건 원작대로 따라간다고 해도 그거 자체가 마블의 단점이기 때문에 넣나 뺐나 최악인 건 매한가지 스스로 진입장벽 높이고 의미없는 스토리 늘리기에 불과해짐 세계관 확장 캐릭터의 다양성을 위한 게 아니라 걍 어떻게든 돈 벌려고 억지로 연재하는 웹툰 같은 느낌이라는 거임 캐릭터의 다양성은 신캐로 하면 되고 세계관 확장은 굳이 확실히 정리할 수도 없는 멀티버스보다 좋은 방법이 있었을 터 정말 이제 슬슬 마블 영화라고 하면 큰 결심을 해야만 볼까 말까 하는 수준이 됐음
0,마블치고 머 이리 재미가 없지 
0,나 잼이다 벡터맨 보는 줄
0,잘한 점 제목이 이 영화 그 자체를 보여준다
0,히어로물의 단점 어설프게 만들면 유치하기 짝이 없다를 여지없지 보여준다
0,돔항쳐 혼돈 그 자체
0,영화가 전체적으로 집하고 웡께 이 말고는 재미요소가 어디 쓰
0, 재미없 네 절에 네 절의 연속임
0,나 잼 점점 망해가는 게 보인다
0,콘도 그 비아라는 새로운 어벤저스 등장함
0,재미 대가리 OOO 없어요
0,스토리도 10점 CG 60점 전체적으로 30점 마블 영화 보면서 첨으로 중간에 살짝 졸았네요 기대하지 마시고 보세요
0,OOO 기 영화 그 자체 돈 아깝다 정말
0,이렇게 연기 잘하는 할리우드 배우들을 이런 식으로 약간 일본 호러스트 코믹 좀비 코믹 물 같은 느낌 아유 돈 아까워라
0,30년 인생 이런 거 처음 남겨봄 아니 무슨 사이코 살인마 영화나 코미디 좀비 뮬 보는 줄 알고 보니 감독이 다 망친 듯 그냥 화려한 영상미만 남음 내용도 출연진도 뭐야
0,멀티버스라는 방패 뒤에 너무 막 나간 듯 개연성도 떨어지고 허점도 너무 많은 영화
0,나만 유치해서 빵 터졌나
0,완다 비전 보고 나서 영화 보면 착잡 복잡함 완다한테 모든 걸 다 뺏고도 모자라서 사이코처럼 병맛 캐릭터로 몰아넣었음 마블 놈들아 이렇게까지 해야 시원했냐 
0,좀비물 앞으론 마블 안 볼 듯
0,중국 냄새
0,그냥 나 잼이던데 캐릭터성도 없고
0,관객들이 음표랑 좀비 나올 때 실소 터짐
0,게 10도 잼 이제 손절 이원재 
0,산만하고 스토리 전개를 위해 다른 요소들을 막 갈아 넣음
0,오늘 봤는데 좀 재미없네요 
0,이렇게 재미없을 수도 있네요
0,하 내 마블 돌려줘
0,그래픽만 화려해졌지 예전의 낭만은 어디에도 없다
0,중국풍 공포물 유치함 삼박자 영상미 빼곤 나 잼이에 여
0,공포영화를 한 편 찍어났고 1편보다는 한참 못함
0,그냥 재밌는 요소가 별로 없고 살짝 지루했음요
0,기대를 너무하고 봐서 그런가 너무 실망
0,어휴 마블 폰에 취하고 싶어도 이건 도저히
0,평범한 할리우드 공식을 답습한 영화다
0,캡 마래 헐크보다 재미있게 봤으면 된 거지 뭐 기대만큼은 아니었지만
0,액션 영화가 아니고 C급 호러 영화인데다 타노스랑 싸웠던 닥터 스트레인지는 어디 가고 약해진 닥터 스트레인지만 나오네요 개인적으로 돈 아까웠음
0,개인적으로 연출 면에서는 이 터 널스보다 별로였음
0,정신건강 중요하신 분들 보지 마세요 돈 낭비 시간 낭비
0,올드하면서 초짜 같다
0,주인공 하는 말 좀 들어라
0,진짜 완다 너어어어무 예쁨근데 영화 수준이 너무 낮아짐 제발 1편 감독 돌려내라 제발
0,진짜 대혼돈 그 자체
0,대혼란 이럴 수가 모든 영화의 장르가 다 들어감
0,진 짜 재미없음 최악이에요 인피니티 위에서 끝내는 게 제일 좋았을 듯 너무 뇌 절인 거 같음 
0,진짜 솔직한 평가 모비우스 닥스 베놈
0,디즈니 결제 안 하면 감정이입을 못하게 쳐만들어놨네 2 5점은 엘리자베스 올슨 때문에 0 5점은 그나마 유튜브로 사전 정보를 입수할 수 있어서다 
0,보디 프렌드에 앉아있는 것 같은 x 맨 프로페서 등장부터 끝까지 왠지 불쌍 
0,닥터 스트레인지 대혼돈의 잡다함개난장판버스
0,음표 날리는 거 유치해서 못 봐주겠네요 무슨 딩동댕 유치 원하는 줄 알았어요 1탄이 너무 재밌는 나머지 2탄은 영 어영부영하는 스토리에 실망감을 느낍니다 저도 같이 봤던 분도 중간에 졸뻔했어요 실망입니다
0,최악이다 시간하고 돈 아깝다 무슨 좀비 영화도 아니고 정말 
0,파워레인저 보는 줄 세계관 메시지 전달하는 것 같은데 내용이 너무 유치함
0,매우 실망스러움 이게 무슨
0,영화감독 지망생이 졸업작품으로 공포 영화 만들어놓은 것 같아요 
0,당분간 마블 영화 패스 PC 많이 묻음
0,말 그대로 대혼돈 공포적인 연출은 좋은데 스토리가 너무 별로다
0,때려 넣다 넣다 넘쳤다 조잡함
0,개나 잼 그냥 지루해서 잠만 잘뻔하거참음
0,38년 만에 처음으로 내 돈 내산 극장에서 중간에 나옴 음표 나올 때는 관객을 희롱하는 생각밖에 안 듦 끔찍했음 내 돈 돌려줘
0,진짜 이게 뭐냐 에반 거 같음
0,기대를 한껏 낮추고 봤는데 그 기대보다 더 낮은 분하다 
0,점점 유치해집니다
0,정말 실망이고 너무 재미없었고 잔인한데 징그럽기까지 함 옆에 아기들 있었는데 꿀잠 자더군요 저는 남자친구랑 같이 봤는데 영화관에서 꿀 잠자고 왔습니다 진짜로 재미없고 구림 마지막 결론 이걸 보신 분들 보지 말고 도망쳐 
0,마블도 이젠 끝났다 블랙 위도 우 이터 널스 스파이더맨 닥스까지 모두 잤다 재미가 없다 가슴이 뛰질 않는다 인피니티 워의 그 감동과 재미 남자의 가슴을 울리질 않는다
0,이 감독이 최선이었나 진짜 보석 같은 배우들로 비빔밥 만듦 보석비빔밥
0,옛날 마블 감성이 없어진 느낌 원래 마블 특유의 재치 있는 농담들 되게 좋았는데 그냥 자기들끼리 깔깔하는 느낌 드라마 안 보면 무슨 전개인지 이해 안 가는 부분도 있고 뜬금없는 연출도 꽤 있었던 것 같음 영화 마무리도 이러고 끝이라는 생각이 듦 여러모로 매우 부족했던 영화
0,닥스 1은 너무 재밌게 봤는데 닥스 2는 마블이 아니라 공포영화 보는 줄 마블이 하는 새로운 시도는 좋은데 이건 새로운 시도 수준이 아니라 새로운 영화잖슴 일단 나는 연출 땜에 좀 그랬음
0,1점도 아까움 내 인생 최악의 영화 첨부터 끝까지 무슨 스토 린지 1도 모르겠고 대사 하나하나 마블 시리즈 안 챙겨 보고 그냥 재미로 보고 간 사람이면 하나도 이해 못 할 듯 연출 연기 대사 스토리 배우 캐스팅 액션 다 B급 영화 수준 그리고 관객에게는 재미와 감동을 주는 게 먼저지 정상인들이 받아들이기 힘든 요소들을 왜 계속 집어넣나요 예를 들면 일루미나티 영웅화 같은 정말 실망했고 마블 정말 사랑했는데 계속 무리수를 둬서 곧 몰락할 거 같음
0,내 최애 캐릭터 닥터 스트레인지를 망쳐버린 쓰레기 영화
0,공포영화 전문 감독이라던데 감 다 죽은 듯 너무 유치함
0,캐릭터들에 대한 예의가 없다
0,이걸 돈 주고 보는 건 낭비라고 생각됩니다 생치보다 좀 더 나은 버전이라면 딱 알맞은 것 같습니다 조만간 인터넷에 올라올 것 같은 B급 영화 느낌 갑자기 무슨 태초의 영웅들 나왔는데 그냥 순삭 당하고 여자 캐릭터들 밀어주기 느낌이고 이게 뭐지 내가 보는 게 마블 영화 맞나 싶을 정도로 개판 오 분 전
0,너무 기대를 많이 했나 봐 나쁜 스트레인지랑 싸우는데 음표 갖고 싸우질 않나 뭐야 이게
0,마블 ip라 이정 도고 아니었으면 1점
0,마블이 그것도 닥터 스트레인지 시리즈에서 연출이 이게 뭐임 대체
0,아무리 멀티버스라지만 아무 데나 똥 싸놓고 그냥 나오면서 저곳은 다른 세계라 우기면 끝나는 일이 계속될 것 같아 암담해진다
0,이 영화 보고 재밌었다고 하는 사람들의 영화 이야기는 앞으로 무시해도 됨 개연성 연출 음악 음악 사용 전부 하급이었음
0,너무 기대해서 정말 실망하고 왔어요 b급 연출에 유치 찬란한 전개 cg는 너무 수준이 떨어져서 몰입 자체가 안됨 세트장 티가 너무 남 마블 망하는 소리가 들림
0,호러 영화다 감독의 취향이 세계관을 완벽히 망가트렸다
0,환자 비전 보고 가는 걸 추천합니다
0,진짜 태클을 어디서부터 걸어야 할지 모르겠는데 기대가 커서 그런가 대실망이었음
0,개똥망 나 잼 돈 아까움
0,상상력 빈곤 좀비물 마블도 이제 한계
0,왜 많이 보는지 이해가 안댐 그냥 별로
0,호러는 공포영화에서 보여주는 걸로 충분
0,너무 나 잼 스토리 개연성 하나도 없고 유치해요 액션도 없고 보다 졸았네요
0,마블은 아이언맨을 살려라 그 외 히어로는 다 
0, 결말에 대한 약간의 스포가 포함되어있으니 주의해 주시기 바랍니다 비빔밥을 만드려 했던 것으로 보이나 결과물은 짬통이었다 무엇을 만드려 했는지 감독의 의도를 알 수가 없다 물론 감독의 심오한 스토리와 의도를 못 읽은 나 자신의 문제일 수도 있지만 아무리 심오한 의도를 숨겨놨다 한들 그것이 관객에게 전달되지 않으면 무슨 소용인가 요즘 아무데나 꽂아넣는 PC요소에 대한 논란이 뜨거운 걸로 알고있는데 그것에 대한 걱정은 하지 않아도 좋다 그런 사소한 것 따위는 신경 쓸 정신이 없을테니까 이해할 수 없는 난잡한 스토리와 바닥을 기는 개연성 쓸데없이 튀어나오는 깜놀 포인트와 육두문자를 머금게 하는 B급 감성 화룡점정으로 모두 행복하게 살았음 아무튼 그랬음 짝짝 하는 찜찜하게 덮는 동화식 엔딩까지 당신의 멘탈을 박살내기 위한 풀코스가 준비되어있다 영화를 박살내려는게 감독의 의도였다면 나는 감독에게 박수를 보내겠다 축하한다 당신은 엑조디아를 완성시켰다 당신의 완승이다 무엇보다 실망스러운 것은 개인적으로 1페이즈 이후의 어벤저스를 이끌어갈 정신적 지주라 생각했던 닥터 스트레인지가 형편없이 추락시켰다는 것이다 어벤저스 시리즈에서 보여주었던 성숙하고 초월적인 마법사의 모습은 어디가고 이번 영화에서의 닥터 스트레인지는 X리 포터만도 못한 정신세계를 가진 유아퇴행 치매법사가 되어버렸다 문제 해결을 위해 여러가지 방법을 강구하고 능동적으로 움직이는 꼴은 고사하고 전설의 책책책 책만 찾아다니는 꼬락서니 하고는 그래놓고서는 판을 벌려놓고 수습이 안되니까 에라 모르겠다식 잠재력 각성 아아 내가 무슨짓을 내가 저지른 일은 내가 수습하겠어 엔딩이라니 이 영화의 의의는 비단 닥터 스트레인지라는 캐릭터 하나를 나락에 처박았다는 것으로 끝나지 않는다 앞으로의 마블 시네마틱 유니버스 전체를 관짝에 처박은 뒤 못질까지 하고 똥통에 매장시키기 직전까지 밀어넣는데 성공한 것이다
0,보면서 너무 지루했어요 농담이라도 몇 개 있어서 다행이에요
0,엉망 쓰레기 영화 재미나게 본 거라곤 웡뿐 우리의 응원단장 환이 또 다덜 정신 챙기라 굿
0,완다 비전 왓 이프 등으로 마블이 해놓은 빌드 업을 감독 개인의 욕심과 억지 PC 사상으로 말아먹은 영화
0,이건 진짜 아니다
0,매우 실망입니다 마블 영화 봐오면서 이런 걸 기대한 게 아닌데 감독이 자기주장이 너무 강하네요 강철의 연금술사 생각도 나고 좀 유치했어요 호러 영화 좋아하시는 분들은 괜찮을 수도 있을 것 같습니다 맨 뒤에 쿠키영상은 마블 영화 기다려온 팬들을 멕이는 행위가 아니었나 싶습니다 아 팝콘은 잘 먹었어요 팝콘 맛 집이네요
0,워킹데드 시즌 돌아왔네
0,빛 좋은 개살구 연출에 헛웃음 짓고 음표에 박장대소
0,대혼돈 그루지 연출자답다 공포영화인 줄
0,공포영화인가요 
0,눈은 즐겁지만 연출 스토리가 도라에몽 극장판 스토리 수준 같았습니다
0,기대보다 재미없었다 중후반에는 졸음 참아가며 봤다
0,설정 믿고 이것저것 섞어놓은 영화
0,애들 보는 영화에 뭔 OO을 해놓은 겨 아이언맨 1부터 극장 봐온 사람으로서 최악의 마블 영화였음
0,좀 재미없었음 내용도 모르겠고 감동도 재미도 없음
0,1 감독을 잘못 뽑음 2 PC 묻음 3 설정 파괴 다수 4 마블답지 않게 cg 티나고 바람에 배우들 머리 날리는 게 작위적임
0,왜 마블에서 아쿠아 매판 DC 뿌린 것 같냐 아이언맨 죽고 마블도 죽고 어벤저스도 죽었다 게 싫다 cg만 요즘이고 스토리도 액션도 다 유치하다 옛날 마블 영화 다시 보는 게 훨씬 나을 듯
0,최악 컴버배치만 멋있음 내용은 꼬고 꼬고 지겹 좀비 영환 줄
0,연출도 전개도 겁나 유치함 내가 불편 중 인건 맞는데 영화 보는 내내 갸우뚱한 부분이 얼마나 많았는지 셀 수가 없네요 카마라 타지에서 방어전 할 때 닥스랑 웡 둘 다 뒷짐지고 구경하다가 후퇴하라 완다한테 몰살당한 일루미나티들 타노스는 어떻게 잡았니 그 와중에 완다는 치매기가 있는지 비행능력 얻다 팔아먹고 절뚝거리면서 주인공 일행 쫓아가고 와 비샨티의 책 짠 사라졌습니다 마지막 억지 감성으로 완다 난죽택 여러모로 참 인상 깊은 영화였습니다 
0,맛없는 짬뽕탕을 먹은 기분
0,스칼렛 위치의 급발진 영화 닥터 스트레인지가 조연임
0,신파 호러 좀비 짬뽕 이것저것 넣다 보니 감독도 중심을 못 잡은듯함 의문스러운 부분이 많았음 아메리카 그 능력으로 좀만 노력하면 자기 부모도 금방 찾앗겠구만 아니 더 놀라운 건 이 영화에 10점 준 사람들 실화임 
0,웡이 제일 불쌍 
0,너무 유치합니다 그리고 허무했어요
0,마블 좋아하는데 이건 개나 잼 보고 나서 화난 영화는 처음임
0,주인공 문재인 자살함 
0,마블 영화를 액션 보러 가지 도대체 뭘 보러 감 상영된 모든 마블 영화 통틀어서 연출 CG 액션 최하위
0,왜 이래 이거 마블 왜 이래
0,스토리 개연성이 떨어지고 보는 내내 사운드 소리가 귀가 아파 뛰쳐나가고 싶었어요
0,베네딕트 요즘 자금 사정 안 좋은가 이런 연기를 유치해서 혼났네 보다 졸려서 두 번 혼났네 다음 시리즈가 있다는 게 놀랍다 마블 중국 자본 겁나 받나 중국 영화인 줄
0,진짜 스토리 계속 끊기는 b급 졸작 음표 신에서 발작 일으킴
0,말 그대로 대혼돈이었다 진짜 이건 감독 아이를 죽여야 한다 앞으로 마블 영화 안 봐
0,이 뻔한 클리셰 덩어리가 7점 중반이라고 
0,닥스 제3눈 생길 때 충격적이었음
0,배우들의 연기는 정말 대단했음 특히 엘리자베스 올슨의 연기가 미쳤다 근데 연출이 엉성했던 느낌 이번 닥스 2를 맡은 감독과 마블 영화가 맞지 않는다고 느꼈다 큰 기대는 하지 않고 가는 것이 좋을 것
0,기대 갖고 봤는데 이건 아님 댓글 작업에 다들 넘어간 듯함
0,일루미나티 왜 나온 걸까나 노스는 무슨 너무 허무하게 죽어버림
0,집에 가서 1편이나 다시 봐야겠다
0,영상은 볼만하다 나머진 별로
0,닥터스 트레인 1 보다 재미있지는 않았어요
0,참신하다는 말로 커버하기엔 오랜 마블 팬으로서 받아들이기 힘든 경악스러움 마블은 마블일 때가 가장 아름다운 듯
0,마블 특유의 느낌이 없어 아쉬웠음
0,b급 공포영화 감성 액션신 어설프고 느릿느릿한 속도감에 보는 맛도 없음
0,굳이 멀티버스 개념 도입을 통한 세계관 확장이 필요했을까 너무 맛있는 음식이 많아 금방 질리는 듯한 느낌이 강했으며 전체적으로 구성이 매우 산만함
0,온갖 단발성 자극을 한 냄비에 가득 때려 넣고 만들어낸 개잡탕 영화 거기다가 구역질 나오는 피씨 주의 니스까지 역겹게 포장되어있음
0,마블 영화가 아님 그냥 공포 영화임 닥터 스트레인지 나오는 이제 마블 영화의 시대도 저무는 듯
0,환갑을 넘은 틀딱한테 히어로 영화 맡기지 마라 눈뽕이나 채워야지 같잖은 B급 연출실이나 해놓았네
0,극장에서 뛰쳐나가고 싶은 영화는 또 처음
0,그냥 재미없음 얼까 가 아니라 떡밥이나 오마주 같은 요소가 나오는 게 반가운 거지 낮은 평점엔 이유가 있다
0,마블 골수팬입니다 닥스 2 많이 기대했는데 샘 레이미 감독의 연출이 저에겐 다소 올드하게 느껴지네요 거부감이 좀 있었습니다 스토리도 그렇게 매끄럽지도 않고 난해해요 아쉽습니다
0,마블 시네마틱 유니버스에 몰입하는 만큼 실망감으로 돌아옴 올슨의 캐라 이력에도 한계가 느껴질 정도의 망한 각본에 개별 영화로서의 완성도는 이제껏 마블 영화의 가장 낮은 곳에 위치할 것이라고 봄이태껏 개봉 1주 차에부터 이렇게 네이버 평점 꼬라박은 마블 영화는 이터 널스 외엔 없었지 않나
0,지루하고 시간 아깝고 돈 아깝고 중국 투자가 들어간지 연출은 유치뽕짝에 음표 날아가는 건 진짜 누구 연출 아이디어냐 쿵후 허슬은 병맛으로라도 보는 재미지 이건 뭐
0,섞어 섞어 닥터 스트레인지
0,호러씬을 마블에 막 같아 붙이는 것도 어이가 없는데 음악으로 싸우는 건 정말 유치해서 보통 마블은 2번 정도 보는데 이건 1번도 아까웠어요
0,정말 나 잼 나 잼 나 잼 나 잼
0,흠 뭐랄까 이 오컬트 좀비 호러 무비를 뭐라고 불러야 할까 음 이건 마치 대 환장 코믹 오컬트 무비 다리를 질질 끌고 쫓아오는 스칼렛 위치가 압도적 음표를 날리는 닥터 스트레인지는 흡사 모차르트의 귀환 땡큐 포 디스 퍼니 무비 마블
0,생활의 달인인 줄 뭐가 계속 나오는데 다 쓸데없어 보임
0,마블 정말 팬인데 하 여태 봐온 마블 중에 가장 실망한 영화 너무 B급 공포영화 같았고 감독만 혼자 신나서 썰 푸는듯한 느낌
0,이거는 재미가 없어요
0,기대를 너무 했나 뭘 말하려는지도 모르겠고 너무 지루했음
0,나도 마블 팬으로서 마블 팬들의 가장 큰 문제점은 의리 쿠키영상 쩐다는 이유로 10점 박고 본다 이게 영화냐
0,일루미나티 멤버들을 일회용으로 소모 히어로 영화에 b급 호러 연출 완다 비전에서 쌓아온 빌드 업을 무의미하게 만드는 것 등 개연성 면에서 기대 이하였음 멀티버스 차원이 동 하나는 건진 듯
0,영화가 너무 쓰레기라 중간에 나가고 싶었음 기존 마블 영화 다르게 너무 쓰레기 개연성도 없고 잔인한 장면도 필요 없는데 넣었고 마지막 쿠키영상은 이 영화감독의 수준이 잘 나 타있음 정말 너무 수준이 낮음 그래서 감독 찾아보니 역시나 샘 레이미 스파이더맨 123편도 삼류 드라마로 만든 삼류영화계의 거장
0,마지막 원 펀치 쓰리 강냉이 끝 
0,왜 웃긴 영화가 됐나 규
0,마블도 좀비는 피할 수 없었구나
0,잤다 계속 잤다 아주 푹 잤다
0,마블 영화 중에 역대 최악이지 않을까 뭐 세계관을 이해 못 해서 그렇다느니 얘기가 많은데 다 봤고요 별 5점 준 분들은 진심으로 이 영화가 유치면서 기괴하지 않다고 생각하시나요 
0,이제 마블도 끝나가는구나
0,촌스러운 영화 같다고 느꼈음
0,아 기대했는데 이게 뭐야
0,이야 이 재료들로 이런 요리를 만들다니이야 끔찍하다
0,뭐지 이건 
0,도르마 무 도르마 무 나 다시 돌아갈래
0,마블 Phase4의 빌런은 히어로 자신인 듯 지난번 스파이더맨도 초등학생적 판단으로 세상을 혼란에 빠지게 하더니 이번엔 완다가 큰일을 하네요 엔드게임으로 마블도 단물 다 빠진 듯
0,정말 엉망진창이다 제목은 잘 지었다 혼돈 그 자체다 정말 대 혼돈이다 패러디물 수십 편 잘 봤습니다 
0,개연성 부족에 빠른 전개 올드 한 연출 그러나 친구들이나 가족들과 킬링타임용으로 보기에 적당함 노 웨이 홈 직후 영화라 기대했는데
0, 
0,완다 비전 안 보고 가는 관객은 이해 못 하는 영화 이럴 거면 닥스 2가 아니라 완다 단독 영화가 나왔어야
0,망함 닥스 돌려내
0,차라리 이럴 거면 애초에 공포 요소에 중점을 뒀으면 좋았을 뻔했다 그게 등장하는 캐릭터들과 어울리는데 이상하게 유머 코드를 버무리느라 이어지던 긴장감들이 끊어지게 됨 예를 들면 음표 전투라든지 캐릭터 자체의 매력을 보여주기 위한 것보다 감독 자신의 연출을 뽐내기 위해 연출한 영화 같았음
0, 재미없음 이제 마블 영화는 안 본다 몇 번을 실망시키는지 모르겠네
0,완성도가 떨어집니다
0,틀딱감독이 mz 세대 연출 잡으려다가 개 쳐 망한 느낌 믿고 보는 배우 두 명과 소재 스토리도 흥미로웠는데 이렇게 구리게 연출하는 것도 재능이다 후반은 아동만화 초중반은 쌍팔년도 공포영화에서 고어로 넘어가질 않나 타깃층이 도대체 누구냐
0,b급인 줄 알았는데 c급이라고 하기에도 미안한 
0,아이들이 보면 재밌을 영화 어른은 글쎄요
0,개인적으로 샘 레이미 감독이 스파이더맨 2 같은 영화를 제작하기를 바랐지만 이블 데드 같은 마블 데드가 되었다 제목에 맞지 않을 정도의 주인공 비중 전설적인 DC 배트맨 VS 슈퍼맨의 마사에 버금가는 갑작스러운 태도 변화 막장드라마 속 PPL처럼 삽입된 쓸데없는 디즈니적 요소에 이제는 망해버린 스타워즈가 떠오른다
0,아이들이 보기에 부적절한 부분이 너무 많았어요
0,비주얼 이펙트와 배우들의 연기 만 볼만함 이 작품까지 총 28편의 마블 영화를 보면서 한 번도 유치하다는 생각을 한 적이 없었는데 이 작품은 마치 조악한 특촬물을 보는 듯한 기분이 들었음
0,영상미 원 투 네 절이 심하다
0,졸았음 내 댓글 보면 공감할 거임
0,진짜 대혼돈이다 유치하고 과하고 무슨 아휴
0,마블 모르는 사람이 보면 재미없어요
0,멀티버스 세계관에서 다른 세계가 유기적으로 이어지는 것을 기대했다면 실망스러운 영화 닥터 스트레인지의 세계를 제외한 다른 세계는 단순한 소재거리로 소모한 느낌 특히 일루미나티 완다의 서사를 한편의 영화로 보고 이해하기에는 부족하지만 연기력으로 메꿨음 다만 닥터 스트레인지의 비중이 낮아져서 닥터 스트레인지를 본 건지 스칼렛 위치를 본 건지는 잘 모르겠다 공감이 가지도 썩 매끄럽지도 않은 전개 탓에 영화 보는 내내 집에 가고 싶었다
0,명배우들의 연기력과 훌륭한 영상미 그리고 멀티버스라는 개념적이고 멋진 소재를 굉장히 유치한 연출과 스토리 전개를 통해 삼류 전체 이용 가로 만들어버림 좀비 포인트나 베토벤 공격은 할 말을 잃음 오랜만에 어른들이 볼만한 마블 영화를 기대했다면 실망할 듯 킬링타임용으로는 추천
0,완다가 너무 나쁜 역할이어서 별로
0,닥터 스트레인지라는 매력적인 캐릭터를 가지고 클리셰 난무하는 3류 호러 무비를 만들어놨어
